"","placement","civ","player","score"
"10511",2,"GREECE","yamib.",44
"10512",3,"ARABIA","Unknown Player",37
"10513",4,"PERSIA","Bot",32
"10514",5,"ROME","puszekse",22
"10515",1,"GREECE","itsameech",109
"10516",2,"FRANCE","Bot",83
"10517",3,"ENGLAND","holmesware",42
"10518",1,"GREECE","holmesware",105
"10519",2,"ARABIA","itsameech",58
"10520",1,"ENGLAND","sireasygamer",106
"10521",2,"AZTECS","darth.morgoth",95
"10522",3,"CHINA","Unknown Player",59
"10523",4,"RUSSIA","무무",58
"10524",5,"EGYPT","Bot",14
"10525",1,"FRANCE","chrish7297",103
"10526",2,"PERSIA","sunrise110_",50
"10527",3,"CHINA","Bot",39
"10528",4,"GREECE","Bot",24
"10529",1,"FRANCE","thundercatariel",139
"10530",2,"ENGLAND","jldann",87
"10531",3,"RUSSIA","Unknown Player",26
"10532",1,"ENGLAND","sireasygamer",109
"10533",2,"RUSSIA","무무",96
"10534",3,"CHINA","Unknown Player",86
"10535",4,"FRANCE","Unknown Player",67
"10536",5,"AZTECS","Bot",37
"10537",6,"EGYPT","Unknown Player",32
"10538",1,"ROME","chrish7297",112
"10539",2,"CHINA","sunrise110_",93
"10540",3,"RUSSIA","Bot",5
"10541",1,"ROME","meteorisvulcanus",108
"10542",2,"GREECE","Axel Klaar",98
"10543",3,"ARABIA","kloef",88
"10544",4,"PERSIA","Bot",38
"10545",1,"ENGLAND","sireasygamer",103
"10546",2,"RUSSIA","무무",69
"10547",3,"GREECE","Unknown Player",64
"10548",4,"CHINA","Unknown Player",51
"10549",1,"GREECE","bennyjb.",107
"10550",2,"ROME","chrish7297",93
"10551",3,"PERSIA","Bot",35
"10552",4,"FRANCE","Bot",3
"10553",1,"ENGLAND","Vexinoald",106
"10554",2,"CHINA","Unknown Player",62
"10555",3,"FRANCE","sireasygamer",57
"10556",4,"AZTECS","Unknown Player",53
"10557",5,"PERSIA","Bot",35
"10558",6,"ARABIA","petjazz",30
"10559",1,"ARABIA","jmangedespatatesnonstop",106
"10560",2,"ROME","Vexinoald",43
"10561",3,"FRANCE","Unknown Player",37
"10562",4,"CHINA","Unknown Player",37
"10563",5,"GREECE","petjazz",36
"10564",6,"AZTECS","chrish7297",26
"10565",1,"AZTECS","sudosage",105
"10566",2,"PERSIA","Bot",73
"10567",3,"GREECE","Bot",54
"10568",4,"ENGLAND","parkle4047",46
"10569",1,"EGYPT","jmangedespatatesnonstop",124
"10570",2,"CHINA","Moppedhupe|UTC+2",106
"10571",3,"AZTECS","spoonx2",30
"10572",4,"FRANCE","Vexinoald",23
"10573",5,"ROME","Bot",4
"10574",1,"RUSSIA","Unknown Player",104
"10575",2,"GREECE","michael8539",96
"10576",3,"AZTECS","Bot",14
"10577",4,"FRANCE","darth.morgoth",9
"10578",1,"RUSSIA","Unknown Player",109
"10579",2,"ROME","_fod",85
"10580",3,"PERSIA","westnick",54
"10581",4,"ENGLAND","Bot",6
"10582",1,"ARABIA","jmangedespatatesnonstop",113
"10583",2,"FRANCE","brunogaia_lac",68
"10584",3,"RUSSIA","Unknown Player",64
"10585",4,"ENGLAND","sireasygamer",53
"10586",1,"FRANCE","Unknown Player",118
"10587",2,"RUSSIA","Unknown Player",79
"10588",3,"GREECE",".rous",52
"10589",4,"PERSIA","m_i_c_o",41
"10590",5,"ENGLAND","_fod",23
"10591",6,"EGYPT","Unknown Player",18
"10592",7,"ARABIA","westnick",3
"10593",1,"RUSSIA","Unknown Player",105
"10594",2,"FRANCE","brunogaia_lac",68
"10595",3,"ENGLAND","sireasygamer",63
"10596",4,"ARABIA","Bot",26
"10597",5,"GREECE","Bot",24
"10598",1,"CHINA","just_an_ordinary_bee",109
"10599",2,"ROME","finnfan",105
"10600",3,"ENGLAND","spore666",52
"10601",4,"ARABIA","Bot",11
"10602",5,"AZTECS","Bot",7
"10603",1,"ENGLAND","westnick",108
"10604",2,"PERSIA","Unknown Player",104
"10605",3,"AZTECS","_fod",84
"10606",4,"GREECE","spoonx2",81
"10607",1,"CHINA","parkle4047",102
"10608",2,"ARABIA","Bot",54
"10609",3,"AZTECS","sudosage",51
"10610",1,"FRANCE","kaptchat",103
"10611",2,"EGYPT","Bot",96
"10612",3,"PERSIA","pflug",44
"10613",4,"CHINA","Bot",18
"10614",5,"RUSSIA","Unknown Player",1
"10615",1,"EGYPT","baliot",106
"10616",2,"AZTECS","Unknown Player",69
"10617",3,"GREECE","nevedoma_hernia",31
"10618",4,"ENGLAND","Unknown Player",0
"10619",1,"ENGLAND","sireasygamer",106
"10620",2,"ARABIA","Bot",73
"10621",3,"FRANCE","brunogaia_lac",49
"10622",4,"PERSIA","Bot",27
"10623",1,"ROME","Unknown Player",100
"10624",2,"RUSSIA","Moppedhupe|UTC+2",96
"10625",3,"PERSIA","runfatboyrun",61
"10626",4,"FRANCE",".fghj",53
"10627",5,"CHINA","vasco_agn",42
"10628",6,"GREECE","Bot",31
"10629",7,"ENGLAND","Bot",13
"10630",1,"RUSSIA","sireasygamer",110
"10631",2,"FRANCE","brunogaia_lac",44
"10632",3,"ENGLAND","vesperr_",24
"10633",1,"GREECE","kaptchat",102
"10634",2,"PERSIA","pflug",64
"10635",3,"ENGLAND","Unknown Player",26
"10636",1,"PERSIA","Unknown Player",107
"10637",2,"RUSSIA","baliot",93
"10638",3,"FRANCE","nevedoma_hernia",49
"10639",4,"GREECE","Bot",31
"10640",1,"RUSSIA","michael8539",108
"10641",2,"ENGLAND","Bot",63
"10642",3,"CHINA","Beep Boop",49
"10643",4,"ARABIA","Bot",1
"10644",1,"ENGLAND","sireasygamer",128
"10645",2,"RUSSIA","tenshi0001",73
"10646",3,"AZTECS","Bot",17
"10647",4,"ARABIA",".fghj",2
"10648",1,"ARABIA","_fod",120
"10649",2,"GREECE","Bot",57
"10650",3,"ENGLAND","westnick",52
"10651",4,"ROME","Bot",27
"10652",1,"RUSSIA","rubiroth",104
"10653",2,"PERSIA","pflug",98
"10654",3,"CHINA","kaptchat",82
"10655",4,"ROME","Unknown Player",40
"10656",1,"ARABIA","Unknown Player",114
"10657",2,"EGYPT","sireasygamer",60
"10658",3,"AZTECS",".fghj",51
"10659",4,"ENGLAND","tenshi0001",44
"10660",5,"CHINA","darth.morgoth",19
"10661",6,"RUSSIA","Unknown Player",5
"10662",1,"EGYPT","Unknown Player",110
"10663",2,"CHINA","darth.morgoth",49
"10664",3,"ROME","hatter274",47
"10665",4,"FRANCE","Bot",45
"10666",5,"ARABIA",".fghj",24
"10667",6,"PERSIA","Bot",16
"10668",7,"ENGLAND","Unknown Player",0
"10669",1,"FRANCE","Unknown Player",104
"10670",2,"CHINA","darth.morgoth",97
"10671",3,"EGYPT","_fod",63
"10672",4,"ARABIA",".fghj",48
"10673",5,"ROME","Unknown Player",4
"10674",6,"GREECE","Bot",3
"10675",1,"EGYPT","immortalgreed",104
"10676",2,"ROME","bigcat7182",97
"10677",3,"GREECE","Bot",67
"10678",1,"RUSSIA","tenshi0001",107
"10679",2,"ENGLAND","sireasygamer",55
"10680",3,"CHINA","orkheads",51
"10681",4,"GREECE","khaz_sepajap",44
"10682",5,"EGYPT","Bot",31
"10683",6,"ARABIA",".fghj",5
"10684",1,"ENGLAND","tenshi0001",135
"10685",2,"ARABIA",".fghj",60
"10686",3,"AZTECS","orkheads",36
"10687",4,"RUSSIA","Unknown Player",27
"10688",5,"FRANCE","sireasygamer",24
"10689",6,"CHINA","Bot",3
"10690",1,"ENGLAND","Unknown Player",106
"10691",2,"CHINA","Moppedhupe|UTC+2",62
"10692",3,"EGYPT","Bot",57
"10693",4,"RUSSIA","tenshi0001",56
"10694",5,"GREECE","Unknown Player",11
"10695",1,"ARABIA","Moppedhupe|UTC+2",121
"10696",2,"ENGLAND","Unknown Player",75
"10697",3,"EGYPT","Unknown Player",61
"10698",4,"RUSSIA","Bot",44
"10699",5,"FRANCE","brunogaia_lac",25
"10700",6,"AZTECS","Bot",22
"10701",1,"PERSIA","tiekey",101
"10702",2,"ENGLAND","Unknown Player",53
"10703",3,"AZTECS","Bot",51
"10704",4,"GREECE","Bot",49
"10705",5,"FRANCE","Unknown Player",42
"10706",6,"RUSSIA","brunogaia_lac",41
"10707",7,"ARABIA","Unknown Player",27
"10708",1,"CHINA","puszekse",101
"10709",2,"PERSIA","Unknown Player",72
"10710",3,"FRANCE","Hamster",58
"10711",4,"GREECE","Bot",14
"10712",5,"AZTECS","Bot",6
"10713",1,"ENGLAND","wollelcaf",102
"10714",2,"ROME","danielderechte",99
"10715",1,"RUSSIA","tiekey",115
"10716",2,"FRANCE","puszekse",96
"10717",3,"PERSIA","Hamster",48
"10718",4,"AZTECS","khaz_sepajap",41
"10719",5,"ENGLAND","Bot",40
"10720",6,"GREECE","Bot",31
"10721",7,"EGYPT","eemphy",0
"10722",1,"CHINA","tenshi0001",103
"10723",2,"RUSSIA","rekaizu",71
"10724",3,"FRANCE","tiekey",59
"10725",4,"GREECE","Hamster",45
"10726",5,"AZTECS","Bot",32
"10727",6,"ROME","puszekse",19
"10728",7,"EGYPT","Unknown Player",2
"10729",1,"ARABIA","tenshi0001",107
"10730",2,"AZTECS","puszekse",96
"10731",3,"ROME","rekaizu",69
"10732",4,"GREECE","lanshir",45
"10733",5,"FRANCE","Unknown Player",2
"10734",6,"RUSSIA","Unknown Player",1
"10735",1,"ENGLAND","Unknown Player",112
"10736",2,"EGYPT","eemphy",53
"10737",3,"ROME","Bot",45
"10738",4,"CHINA","orkheads",36
"10739",1,"FRANCE","Unknown Player",101
"10740",2,"RUSSIA","Hamster",81
"10741",3,"AZTECS","Moppedhupe|UTC+2",24
"10742",4,"EGYPT","weekendfox",15
"10743",5,"PERSIA","Bot",15
"10744",1,"RUSSIA","michael8539",118
"10745",2,"ENGLAND","Unknown Player",72
"10746",3,"PERSIA","Bot",22
"10747",4,"ARABIA","lanshir",3
"10748",1,"EGYPT","Moppedhupe|UTC+2",120
"10749",2,"RUSSIA","Hamster",55
"10750",3,"GREECE","Unknown Player",51
"10751",4,"FRANCE","brunogaia_lac",49
"10752",5,"CHINA","Unknown Player",49
"10753",6,"PERSIA","Bot",32
"10754",1,"RUSSIA","Unknown Player",116
"10755",2,"ENGLAND","Unknown Player",94
"10756",3,"FRANCE","brunogaia_lac",66
"10757",4,"ARABIA","Bot",41
"10758",5,"CHINA","exasperatedcultist",14
"10759",1,"RUSSIA","Bot",91
"10760",2,"ROME","hiimtwist",48
"10761",3,"CHINA","luftwaffel_",48
"10762",4,"AZTECS","Bot",44
"10763",5,"FRANCE","Bot",33
"10764",6,"ENGLAND","Bot",29
"10765",1,"EGYPT","Unknown Player",103
"10766",2,"ROME","Sushi",84
"10767",3,"PERSIA","Hamster",51
"10768",4,"RUSSIA","orkheads",38
"10769",5,"GREECE","Bot",36
"10770",6,"ENGLAND","Unknown Player",24
"10771",1,"ROME","silvertabby",112
"10772",2,"ENGLAND","Unknown Player",71
"10773",3,"AZTECS","Hamster",24
"10774",4,"EGYPT","Bot",3
"10775",1,"CHINA","Unknown Player",110
"10776",2,"RUSSIA","sireasygamer",69
"10777",3,"ENGLAND","orkheads",53
"10778",4,"ROME","Sushi",52
"10779",5,"AZTECS","Bot",45
"10780",6,"FRANCE","runfatboyrun",35
"10781",7,"GREECE","Bot",31
"10782",1,"ROME","Bot",125
"10783",2,"EGYPT","Bot",115
"10784",3,"ENGLAND","powermitten",62
"10785",4,"CHINA","Bot",60
"10786",5,"GREECE","mrowl123",11
"10787",1,"RUSSIA","silvertabby",125
"10788",2,"ARABIA","Sushi",53
"10789",3,"ENGLAND","sireasygamer",50
"10790",4,"ROME","jenkemballoon",30
"10791",5,"GREECE","Bot",9
"10792",6,"PERSIA","Unknown Player",3
"10793",7,"EGYPT","Bot",1
"10794",1,"ARABIA","Kodo",119
"10795",2,"ENGLAND","hwasal_",81
"10796",3,"CHINA","neovelamir",66
"10797",4,"FRANCE","Bot",3
"10798",1,"ENGLAND","sireasygamer",108
"10799",2,"ROME","Sushi",73
"10800",3,"PERSIA","jenkemballoon",51
"10801",4,"FRANCE","Bot",30
"10802",5,"ARABIA","Unknown Player",24
"10803",1,"RUSSIA","Kodo",107
"10804",2,"CHINA","neovelamir",100
"10805",3,"ENGLAND","hwasal_",1
"10806",1,"ENGLAND","sireasygamer",109
"10807",2,"ROME","Sushi",75
"10808",3,"AZTECS","jenkemballoon",40
"10809",4,"GREECE","Unknown Player",22
"10810",1,"RUSSIA",".wafflemancer",104
"10811",2,"PERSIA",".drippydots",61
"10812",3,"ROME","Unknown Player",31
"10813",4,"GREECE","Unknown Player",28
"10814",1,"RUSSIA","darth.morgoth",100
"10815",2,"ROME","Sushi",85
"10816",3,"AZTECS","jenkemballoon",56
"10817",4,"FRANCE","Bot",56
"10818",5,"GREECE","Unknown Player",48
"10819",6,"ENGLAND","sireasygamer",22
"10820",7,"CHINA","Unknown Player",13
"10821",1,"ROME","chrish7297",109
"10822",2,"ENGLAND","sunrise110_",98
"10823",3,"CHINA","Bot",47
"10824",1,"PERSIA","superbgorilla",123
"10825",2,"ENGLAND","Bot",65
"10826",3,"ROME","headjolt",36
"10827",4,"GREECE","Bot",25
"10828",1,"FRANCE","Bot",102
"10829",2,"RUSSIA",".elks",53
"10830",3,"GREECE","Bot",40
"10831",4,"PERSIA","pdrakemd",0
"10832",1,"ARABIA","Unknown Player",107
"10833",2,"RUSSIA","Unknown Player",57
"10834",3,"ENGLAND","sireasygamer",54
"10835",4,"AZTECS","Sushi",47
"10836",5,"ROME","azure.0",29
"10837",1,"RUSSIA","sireasygamer",110
"10838",2,"ROME","Sushi",76
"10839",3,"FRANCE","runfatboyrun",61
"10840",4,"ENGLAND","Unknown Player",1
"10841",1,"GREECE","sunrise110_",105
"10842",2,"ROME","chrish7297",71
"10843",1,"EGYPT","Unknown Player",102
"10844",2,"RUSSIA","marqw33f",21
"10845",3,"ROME","sandwichking212",3
"10846",1,"ROME","Sushi",105
"10847",2,"ENGLAND","Unknown Player",69
"10848",3,"PERSIA","sireasygamer",55
"10849",4,"FRANCE","runfatboyrun",51
"10850",1,"RUSSIA","Unknown Player",122
"10851",2,"ROME","Hamster",26
"10852",3,"EGYPT","Bot",23
"10853",4,"CHINA","Unknown Player",12
"10854",5,"PERSIA","kyzzer",0
"10855",1,"ARABIA","sandwichking212",116
"10856",2,"FRANCE","marqw33f",27
"10857",3,"PERSIA","Unknown Player",2
"10858",1,"ENGLAND","sireasygamer",111
"10859",2,"ROME","Sushi",105
"10860",3,"PERSIA","Bot",75
"10861",4,"EGYPT","jenkemballoon",3
"10862",1,"GREECE","darkstar0808",103
"10863",2,"RUSSIA","lordninjer",84
"10864",3,"PERSIA","Bot",62
"10865",1,"PERSIA","puszekse",118
"10866",2,"ARABIA","Unknown Player",41
"10867",3,"ENGLAND","sireasygamer",31
"10868",4,"AZTECS","Bot",14
"10869",1,"RUSSIA","jmangedespatatesnonstop",110
"10870",2,"EGYPT","puszekse",87
"10871",3,"ENGLAND","sireasygamer",9
"10872",4,"ROME","Bot",2
"10873",1,"PERSIA","vroksmash",111
"10874",2,"ARABIA","mercurywalker",108
"10875",3,"FRANCE","Bot",23
"10876",1,"ENGLAND","v1rtue",102
"10877",2,"EGYPT","morg2563",83
"10878",3,"RUSSIA","evirrr",0
"10879",1,"PERSIA","sickwanman",106
"10880",2,"RUSSIA","pyrosundae",71
"10881",3,"ENGLAND","Bot",34
"10882",4,"GREECE","Bot",22
"10883",1,"EGYPT","Unknown Player",105
"10884",2,"ARABIA","kejkejrdm",49
"10885",3,"FRANCE","Bot",44
"10886",4,"ROME","m_i_c_o",20
"10887",1,"ENGLAND","Bot",101
"10888",2,"EGYPT","Bot",84
"10889",3,"CHINA","parkle4047",69
"10890",4,"ARABIA","Bot",56
"10891",5,"AZTECS","sudosage",41
"10892",1,"CHINA","Bot",107
"10893",2,"ENGLAND","vovkatraktor",42
"10894",3,"GREECE","koroleva_tabureta",38
"10895",4,"PERSIA","Bot",6
"10896",1,"CHINA","jojo_sc",105
"10897",2,"ENGLAND","michael8539",70
"10898",3,"FRANCE","slovakia4106",58
"10899",4,"ARABIA","Bot",27
"10900",5,"PERSIA","Bot",4
"10901",1,"ARABIA","Unknown Player",118
"10902",2,"CHINA","kejkejrdm",68
"10903",3,"FRANCE","Bot",39
"10904",4,"AZTECS","Unknown Player",29
"10905",5,"ENGLAND","jmangedespatatesnonstop",25
"10906",6,"ROME","Unknown Player",15
"10907",7,"EGYPT","Unknown Player",9
"10908",1,"EGYPT","Bot",110
"10909",2,"CHINA","parkle4047",88
"10910",3,"GREECE","sudosage",64
"10911",4,"PERSIA","Bot",50
"10912",1,"GREECE","kejkejrdm",105
"10913",2,"ARABIA","jmangedespatatesnonstop",51
"10914",3,"CHINA","Unknown Player",40
"10915",4,"EGYPT","Unknown Player",12
"10916",5,"ROME","_jurin",7
"10917",1,"ARABIA","alt8842",109
"10918",2,"FRANCE","Unknown Player",68
"10919",3,"RUSSIA","Bot",55
"10920",4,"EGYPT","Unknown Player",40
"10921",5,"CHINA","jojo_sc",36
"10922",1,"ENGLAND","sireasygamer",116
"10923",2,"ARABIA","Bot",56
"10924",3,"EGYPT","michael8539",53
"10925",4,"FRANCE","slovakia4106",36
"10926",5,"CHINA","jojo_sc",4
"10927",1,"GREECE","yukhips",103
"10928",2,"RUSSIA","omegaponey",69
"10929",1,"EGYPT","sharpcastle33",112
"10930",2,"ROME","toyboxtristan",79
"10931",3,"GREECE","Bot",4
"10932",1,"AZTECS","weekendfox",102
"10933",2,"ARABIA","kejkejrdm",64
"10934",3,"RUSSIA","m_i_c_o",40
"10935",4,"GREECE","Unknown Player",38
"10936",1,"ROME","jmangedespatatesnonstop",130
"10937",2,"RUSSIA","westnick",87
"10938",3,"ENGLAND","theon_baratheon",39
"10939",1,"ARABIA","yammiyoyo",109
"10940",2,"EGYPT","immortalgreed",78
"10941",3,"CHINA","Nyx",72
"10942",1,"ROME","Unknown Player",116
"10943",2,"ARABIA","Unknown Player",72
"10944",3,"FRANCE","slovakia4106",65
"10945",4,"ENGLAND","Bot",53
"10946",5,"CHINA","jenkemballoon",43
"10947",6,"PERSIA","jojo_sc",34
"10948",1,"GREECE","yukhips",99
"10949",2,"AZTECS","omegaponey",11
"10950",1,"AZTECS","sudosage",111
"10951",2,"CHINA","parkle4047",103
"10952",3,"ARABIA","Bot",89
"10953",4,"RUSSIA","Bot",25
"10954",1,"CHINA","tiekey",129
"10955",2,"ENGLAND","Bot",57
"10956",3,"RUSSIA","Unknown Player",41
"10957",4,"ROME","westnick",39
"10958",1,"ROME","wollelcaf",109
"10959",2,"ARABIA","danielderechte",86
"10960",3,"AZTECS","Bot",25
"10961",1,"RUSSIA","jmangedespatatesnonstop",100
"10962",2,"ENGLAND","michael8539",51
"10963",3,"ROME","sireasygamer",36
"10964",4,"FRANCE","slovakia4106",1
"10965",1,"ARABIA","Unknown Player",124
"10966",2,"CHINA","m_i_c_o",48
"10967",3,"FRANCE","Jules",3
"10968",1,"FRANCE","Vexinoald",104
"10969",2,"EGYPT","shaevor",79
"10970",3,"ARABIA","Bot",10
"10971",4,"AZTECS","Bot",2
"10972",1,"ENGLAND","sireasygamer",102
"10973",2,"GREECE","tiekey",85
"10974",3,"FRANCE","slovakia4106",44
"10975",4,"AZTECS","eazyqq",41
"10976",5,"CHINA","Unknown Player",38
"10977",6,"EGYPT","hadomado",23
"10978",1,"RUSSIA","Nyx",102
"10979",2,"GREECE","immortalgreed",63
"10980",3,"ENGLAND","yammiyoyo",39
"10981",4,"CHINA","Bot",34
"10982",1,"CHINA","rubiroth",103
"10983",2,"RUSSIA","kaptchat",68
"10984",3,"ROME","Unknown Player",40
"10985",1,"CHINA","tahm_ramsay",105
"10986",2,"AZTECS","rhezmyn",87
"10987",3,"EGYPT","drunknninja",49
"10988",1,"ROME","morfinlo",90
"10989",2,"PERSIA","tatarochque",0
"10990",1,"ROME","shaevor",112
"10991",2,"EGYPT","ivertebrate",72
"10992",3,"ENGLAND","Bot",53
"10993",4,"PERSIA","schnoodleboop",39
"10994",5,"AZTECS","Bot",5
"10995",1,"FRANCE","jmangedespatatesnonstop",113
"10996",2,"CHINA","varrnar",49
"10997",3,"ROME","Bot",40
"10998",4,"ENGLAND","Unknown Player",15
"10999",5,"ARABIA","udabik",1
"11000",1,"GREECE","brunogaia_lac",102
"11001",2,"CHINA","Unknown Player",63
"11002",3,"PERSIA","Unknown Player",58
"11003",4,"AZTECS","spoonx2",13
"11004",1,"AZTECS","immortalgreed",100
"11005",2,"EGYPT","yammiyoyo",61
"11006",3,"ENGLAND","Nyx",59
"11007",4,"RUSSIA","Bot",0
"11008",1,"PERSIA","Unknown Player",102
"11009",2,"ENGLAND","Unknown Player",84
"11010",3,"GREECE","westnick",57
"11011",4,"AZTECS","udabik",41
"11012",5,"RUSSIA","Unknown Player",36
"11013",6,"ROME","jmangedespatatesnonstop",24
"11014",7,"FRANCE","brunogaia_lac",1
"11015",1,"CHINA","kaptchat",101
"11016",2,"RUSSIA","Unknown Player",77
"11017",3,"EGYPT","Bot",65
"11018",4,"AZTECS","rubiroth",56
"11019",1,"RUSSIA","lanshir",101
"11020",2,"CHINA","petjazz",61
"11021",3,"FRANCE","Unknown Player",49
"11022",4,"GREECE","Bot",4
"11023",1,"EGYPT","gerser",104
"11024",2,"CHINA","varrnar",67
"11025",1,"FRANCE","jmangedespatatesnonstop",120
"11026",2,"ENGLAND","Unknown Player",46
"11027",3,"CHINA","Unknown Player",10
"11028",4,"RUSSIA","lanshir",10
"11029",1,"RUSSIA","lanshir",111
"11030",2,"GREECE","jmangedespatatesnonstop",71
"11031",3,"PERSIA","Unknown Player",48
"11032",4,"FRANCE","m_i_c_o",42
"11033",5,"CHINA","Bot",27
"11034",1,"CHINA","keito1042",108
"11035",2,"FRANCE","goburin_",108
"11036",3,"ROME","noir1325",55
"11037",1,"AZTECS","jmangedespatatesnonstop",118
"11038",2,"CHINA","petjazz",44
"11039",3,"GREECE","Unknown Player",35
"11040",4,"EGYPT","Bot",28
"11041",5,"RUSSIA","Bot",3
"11042",1,"ENGLAND","silvertabby",115
"11043",2,"PERSIA","Unknown Player",49
"11044",3,"EGYPT","Unknown Player",27
"11045",4,"GREECE","jojo_sc",1
"11046",5,"CHINA","petjazz",0
"11047",1,"AZTECS","poteto412",110
"11048",2,"CHINA","gocchi_",52
"11049",3,"GREECE","mohikan_",50
"11050",1,"ARABIA","Bot",100
"11051",2,"PERSIA","sarafatesuki",28
"11052",3,"ROME","light_007",7
"11053",1,"RUSSIA","bijschuifkast",108
"11054",2,"ENGLAND","brunogaia_lac",64
"11055",3,"FRANCE","m_i_c_o",43
"11056",4,"GREECE","Bot",13
"11057",1,"PERSIA","jmangedespatatesnonstop",106
"11058",2,"AZTECS","Unknown Player",72
"11059",3,"ROME","Unknown Player",70
"11060",4,"GREECE","Bot",56
"11061",5,"RUSSIA","Unknown Player",3
"11062",6,"ENGLAND","Bot",2
"11063",7,"FRANCE","brunogaia_lac",1
"11064",1,"CHINA","Unknown Player",117
"11065",2,"RUSSIA","dommjuan",65
"11066",3,"FRANCE","slovakia4106",54
"11067",4,"EGYPT","Bot",34
"11068",1,"ROME","mohikan_",101
"11069",2,"RUSSIA","gocchi_",42
"11070",3,"ENGLAND","poteto412",38
"11071",1,"ENGLAND","jmangedespatatesnonstop",108
"11072",2,"FRANCE","Unknown Player",71
"11073",3,"PERSIA","Unknown Player",68
"11074",4,"EGYPT","Bot",59
"11075",5,"ARABIA","brunogaia_lac",55
"11076",6,"RUSSIA","Unknown Player",38
"11077",7,"CHINA","lordsirk",5
"11078",1,"GREECE","Unknown Player",114
"11079",2,"RUSSIA","Unknown Player",98
"11080",3,"FRANCE","slovakia4106",88
"11081",4,"CHINA","Unknown Player",20
"11082",5,"EGYPT","Hachetaquine-Ishtar",18
"11083",6,"ENGLAND","Unknown Player",17
"11084",1,"EGYPT","shaevor",132
"11085",2,"FRANCE","Unknown Player",91
"11086",3,"PERSIA","Unknown Player",47
"11087",4,"ARABIA","Unknown Player",46
"11088",5,"CHINA","midna_1",16
"11089",1,"FRANCE","rubiroth",117
"11090",2,"GREECE","Unknown Player",97
"11091",3,"PERSIA","pflug",74
"11092",4,"CHINA","kaptchat",53
"11093",5,"ENGLAND","Bot",27
"11094",6,"EGYPT","Bot",23
"11095",7,"ARABIA","Bot",12
"11096",1,"GREECE","silvertabby",108
"11097",2,"FRANCE","Unknown Player",43
"11098",3,"CHINA","Hamster",41
"11099",4,"ROME","brunogaia_lac",35
"11100",5,"AZTECS","jmangedespatatesnonstop",32
"11101",6,"RUSSIA","Unknown Player",19
"11102",1,"RUSSIA","jmangedespatatesnonstop",114
"11103",2,"ENGLAND","sireasygamer",53
"11104",3,"GREECE","Bot",42
"11105",4,"FRANCE","Unknown Player",34
"11106",1,"FRANCE","tiekey",115
"11107",2,"ROME","silvertabby",81
"11108",3,"PERSIA","Unknown Player",36
"11109",4,"AZTECS","Hamster",5
"11110",1,"ENGLAND","imspoon3",107
"11111",2,"ARABIA","Moppedhupe|UTC+2",92
"11112",3,"FRANCE","Bot",40
"11113",4,"CHINA","Unknown Player",34
"11114",1,"FRANCE","rubiroth",119
"11115",2,"ROME","kaptchat",63
"11116",3,"EGYPT","Unknown Player",58
"11117",4,"PERSIA","pflug",40
"11118",5,"ENGLAND","Bot",28
"11119",6,"GREECE","Bot",5
"11120",1,"FRANCE","Moppedhupe|UTC+2",121
"11121",2,"ROME","silvertabby",69
"11122",3,"EGYPT","Bot",39
"11123",4,"ARABIA","Unknown Player",35
"11124",5,"CHINA","Unknown Player",34
"11125",6,"RUSSIA","lordsirk",13
"11126",1,"GREECE","jmangedespatatesnonstop",122
"11127",2,"ENGLAND","Unknown Player",87
"11128",3,"FRANCE","Unknown Player",44
"11129",4,"ARABIA","Unknown Player",3
"11130",5,"CHINA","udabik",0
"11131",1,"FRANCE","Unknown Player",103
"11132",2,"ARABIA","Unknown Player",91
"11133",3,"AZTECS","Bot",78
"11134",4,"RUSSIA","Unknown Player",54
"11135",5,"GREECE","brunogaia_lac",47
"11136",6,"ROME","orkheads",28
"11137",1,"GREECE","Moppedhupe|UTC+2",120
"11138",2,"AZTECS","Hamster",85
"11139",3,"ARABIA","Unknown Player",64
"11140",4,"CHINA","Unknown Player",27
"11141",5,"EGYPT","Unknown Player",1
"11142",1,"CHINA","puszekse",103
"11143",2,"GREECE","Hamster",72
"11144",3,"FRANCE","Bot",51
"11145",4,"AZTECS","Bot",35
"11146",5,"ARABIA","Bot",16
"11147",6,"RUSSIA","Bot",2
"11148",1,"ENGLAND","sireasygamer",112
"11149",2,"ARABIA","Unknown Player",91
"11150",3,"ROME","tiekey",48
"11151",4,"FRANCE","Unknown Player",46
"11152",5,"RUSSIA","brunogaia_lac",46
"11153",6,"AZTECS","Bot",33
"11154",1,"GREECE","jmangedespatatesnonstop",102
"11155",2,"ARABIA","Unknown Player",78
"11156",3,"RUSSIA","Unknown Player",61
"11157",4,"EGYPT","Blackknight",34
"11158",5,"AZTECS","Bot",9
"11159",1,"AZTECS","puszekse",121
"11160",2,"CHINA","Unknown Player",75
"11161",3,"ROME","Hamster",52
"11162",4,"ARABIA","Unknown Player",19
"11163",5,"FRANCE","Unknown Player",6
"11164",1,"CHINA","Unknown Player",104
"11165",2,"EGYPT","Unknown Player",68
