"","placement","civ","player","score"
"6426",1,"ARABIA","Unknown Player",102
"6427",2,"RUSSIA","silvertabby",82
"6428",3,"CHINA","gameslayer989",73
"6429",4,"ENGLAND","sireasygamer",58
"6430",5,"GREECE","Unknown Player",50
"6431",6,"ROME","Bot",40
"6432",7,"EGYPT","Bot",3
"6433",1,"ENGLAND","sireasygamer",111
"6434",2,"RUSSIA","silvertabby",109
"6435",3,"EGYPT","Unknown Player",49
"6436",4,"ARABIA","Bot",13
"6437",1,"RUSSIA","silvertabby",123
"6438",2,"ENGLAND","sireasygamer",111
"6439",3,"GREECE","Bot",38
"6440",4,"AZTECS","Unknown Player",18
"6441",1,"ENGLAND","erfeo",106
"6442",2,"AZTECS","staticnoob",103
"6443",3,"RUSSIA","cooper_42",72
"6444",4,"GREECE","gus314",56
"6445",5,"CHINA","bunga1010",14
"6446",1,"ENGLAND","sireasygamer",110
"6447",2,"RUSSIA","Unknown Player",86
"6448",3,"ARABIA","Bot",42
"6449",4,"CHINA","Bot",25
"6450",5,"GREECE","kejkejrdm",2
"6451",1,"GREECE","gus314",101
"6452",2,"CHINA","erfeo",92
"6453",3,"PERSIA","cooper_42",89
"6454",4,"EGYPT","bunga1010",51
"6455",5,"ENGLAND","staticnoob",39
"6456",1,"ENGLAND","sireasygamer",103
"6457",2,"RUSSIA","Bot",64
"6458",3,"EGYPT","Bot",63
"6459",4,"FRANCE","rschoogland",53
"6460",1,"CHINA","spoonx2",91
"6461",2,"PERSIA","kejkejrdm",66
"6462",1,"CHINA","bunga1010",101
"6463",2,"GREECE","gus314",50
"6464",3,"AZTECS","cooper_42",49
"6465",4,"PERSIA","erfeo",47
"6466",5,"EGYPT","staticnoob",42
"6467",1,"FRANCE","qinus",112
"6468",2,"ARABIA","magicspxxn",93
"6469",3,"AZTECS","xtostt",28
"6470",1,"RUSSIA","Unknown Player",115
"6471",2,"EGYPT","brunogaia_lac",88
"6472",3,"ENGLAND","sireasygamer",55
"6473",4,"CHINA","Bot",34
"6474",5,"AZTECS","Bot",10
"6475",1,"PERSIA","qinus",107
"6476",2,"AZTECS","magicspxxn",93
"6477",3,"GREECE","xtostt",76
"6478",4,"RUSSIA","Bot",9
"6479",5,"ENGLAND","Bot",3
"6480",1,"RUSSIA","Unknown Player",109
"6481",2,"EGYPT","brunogaia_lac",42
"6482",3,"FRANCE","maghrebincontemplatif",37
"6483",4,"ROME","Bot",24
"6484",1,"AZTECS","qinus",105
"6485",2,"GREECE","xtostt",92
"6486",3,"EGYPT","Bot",44
"6487",4,"ARABIA","magicspxxn",36
"6488",5,"RUSSIA","Bot",26
"6489",1,"ENGLAND","sireasygamer",107
"6490",2,"GREECE","Bot",55
"6491",3,"ARABIA","olegnos",50
"6492",4,"AZTECS","Bot",9
"6493",5,"RUSSIA","Unknown Player",2
"6494",1,"GREECE","exasperatedcultist",133
"6495",2,"FRANCE","spoonx2",107
"6496",3,"ENGLAND","Unknown Player",13
"6497",4,"ARABIA","Unknown Player",7
"6498",1,"ENGLAND","sireasygamer",118
"6499",2,"EGYPT","Unknown Player",64
"6500",3,"FRANCE","brunogaia_lac",59
"6501",4,"CHINA","Bot",21
"6502",1,"ENGLAND","sireasygamer",102
"6503",2,"FRANCE","brunogaia_lac",56
"6504",3,"AZTECS","Bot",19
"6505",1,"RUSSIA","Unknown Player",117
"6506",2,"EGYPT","sireasygamer",99
"6507",3,"FRANCE","ddatl",74
"6508",4,"ENGLAND","Unknown Player",65
"6509",5,"CHINA","jenkemballoon",47
"6510",6,"PERSIA","dfarhi89",36
"6511",7,"GREECE","Unknown Player",26
"6512",1,"PERSIA","jenkemballoon",102
"6513",2,"CHINA","Unknown Player",93
"6514",3,"ROME","ddatl",63
"6515",4,"EGYPT","Unknown Player",47
"6516",5,"AZTECS","Bot",39
"6517",1,"EGYPT","sireasygamer",103
"6518",2,"ENGLAND","Unknown Player",49
"6519",3,"FRANCE","Bot",42
"6520",4,"CHINA","Unknown Player",27
"6521",5,"GREECE","krazykyle83",12
"6522",1,"ENGLAND","sireasygamer",109
"6523",2,"CHINA","Unknown Player",67
"6524",3,"ROME","Bot",43
"6525",4,"RUSSIA","Bot",37
"6526",5,"ARABIA","krazykyle83",22
"6527",1,"ENGLAND","Unknown Player",122
"6528",2,"CHINA","jenkemballoon",105
"6529",3,"EGYPT","Unknown Player",85
"6530",4,"FRANCE","ddatl",68
"6531",5,"RUSSIA","Unknown Player",7
"6532",6,"GREECE","Bot",7
"6533",1,"ENGLAND","sireasygamer",112
"6534",2,"RUSSIA","Unknown Player",110
"6535",3,"AZTECS","Bot",52
"6536",4,"ROME","krazykyle83",47
"6537",5,"GREECE","Bot",36
"6538",1,"FRANCE","kaptchat",105
"6539",2,"EGYPT","Unknown Player",69
"6540",3,"RUSSIA","rubiroth",67
"6541",4,"ARABIA","athanosh",48
"6542",5,"CHINA","Bot",30
"6543",6,"PERSIA","pflug",27
"6544",1,"FRANCE","Unknown Player",111
"6545",2,"ENGLAND","sireasygamer",102
"6546",3,"ROME","Bot",32
"6547",4,"EGYPT","virtual_classic",26
"6548",1,"EGYPT","Unknown Player",102
"6549",2,"FRANCE","xeonocide",97
"6550",3,"RUSSIA","brunogaia_lac",55
"6551",4,"ENGLAND","Bot",5
"6552",1,"GREECE","inkvisiitorriistan",105
"6553",2,"ENGLAND","michael8539",72
"6554",3,"ROME","Bot",33
"6555",4,"EGYPT","Unknown Player",14
"6556",5,"CHINA","Bot",12
"6557",1,"ENGLAND","sireasygamer",113
"6558",2,"ARABIA","Unknown Player",67
"6559",3,"AZTECS","slovakia4106",60
"6560",4,"RUSSIA","michael8539",5
"6561",1,"CHINA","rubiroth",109
"6562",2,"GREECE","Unknown Player",79
"6563",3,"ARABIA","kaptchat",79
"6564",4,"RUSSIA","athanosh",57
"6565",5,"PERSIA","pflug",47
"6566",1,"RUSSIA","slovakia4106",101
"6567",2,"ENGLAND","xeonocide",47
"6568",3,"ARABIA","sireasygamer",35
"6569",4,"CHINA","Bot",34
"6570",1,"ROME","qinus",111
"6571",2,"EGYPT","magicspxxn",69
"6572",3,"ARABIA",".schmausi",46
"6573",4,"GREECE","xtostt",40
"6574",1,"RUSSIA","kaptchat",126
"6575",2,"CHINA","athanosh",98
"6576",3,"PERSIA","pflug",73
"6577",4,"ROME","Unknown Player",52
"6578",5,"EGYPT","rubiroth",42
"6579",1,"RUSSIA","lanshir",118
"6580",2,"EGYPT","kejkejrdm",76
"6581",3,"FRANCE","Bot",41
"6582",4,"GREECE","darth.morgoth",37
"6583",5,"ARABIA","Bot",4
"6584",1,"ENGLAND","ddatl",119
"6585",2,"FRANCE","Unknown Player",86
"6586",3,"ROME","Unknown Player",58
"6587",4,"AZTECS","Bot",52
"6588",5,"RUSSIA","Unknown Player",26
"6589",6,"EGYPT","slovakia4106",11
"6590",7,"CHINA","maghrebincontemplatif",0
"6591",1,"RUSSIA","rorretex",102
"6592",2,"PERSIA","Bot",98
"6593",3,"AZTECS","ausonio.",54
"6594",1,"RUSSIA","qinus",107
"6595",2,"ARABIA","xtostt",65
"6596",3,"CHINA","magicspxxn",43
"6597",4,"ENGLAND",".schmausi",32
"6598",1,"GREECE","inkvisiitorriistan",107
"6599",2,"FRANCE","brunogaia_lac",58
"6600",3,"ENGLAND","Bot",56
"6601",4,"ROME","Unknown Player",13
"6602",1,"RUSSIA","slovakia4106",100
"6603",2,"CHINA","Unknown Player",77
"6604",3,"EGYPT","ddatl",41
"6605",4,"ROME","Bot",3
"6606",1,"GREECE","inkvisiitorriistan",110
"6607",2,"FRANCE","brunogaia_lac",74
"6608",3,"EGYPT","Bot",40
"6609",4,"ARABIA","Bot",28
"6610",5,"ENGLAND","Bot",11
"6611",1,"RUSSIA","Unknown Player",111
"6612",2,"ENGLAND","maghrebincontemplatif",57
"6613",3,"PERSIA","Bot",30
"6614",4,"ARABIA","slovakia4106",10
"6615",5,"ROME","Bot",2
"6616",1,"RUSSIA","slovakia4106",115
"6617",2,"ARABIA","Bot",75
"6618",3,"GREECE","maghrebincontemplatif",51
"6619",4,"AZTECS","Bot",30
"6620",1,"RUSSIA",".mossdragon",111
"6621",2,"CHINA","Unknown Player",83
"6622",3,"AZTECS","qrpo",75
"6623",4,"FRANCE","Bot",56
"6624",5,"PERSIA","Bot",48
"6625",1,"GREECE","inkvisiitorriistan",116
"6626",2,"RUSSIA","slovakia4106",45
"6627",3,"PERSIA","Unknown Player",21
"6628",4,"FRANCE","brunogaia_lac",1
"6629",1,"GREECE","inkvisiitorriistan",107
"6630",2,"RUSSIA","dommjuan",61
"6631",3,"AZTECS","Bot",55
"6632",4,"ARABIA","Unknown Player",24
"6633",1,"CHINA","Unknown Player",102
"6634",2,"ARABIA","Moppedhupe|UTC+2",102
"6635",3,"FRANCE","Unknown Player",67
"6636",4,"RUSSIA","dommjuan",59
"6637",1,"PERSIA","kejkejrdm",114
"6638",2,"ENGLAND","Unknown Player",73
"6639",3,"AZTECS","Unknown Player",26
"6640",4,"GREECE","hidant26",15
"6641",1,"EGYPT","Unknown Player",114
"6642",2,"ENGLAND","nevedoma_hernia",95
"6643",3,"CHINA","Unknown Player",61
"6644",4,"RUSSIA","aarhant_",42
"6645",5,"FRANCE","sententia",30
"6646",6,"AZTECS","Unknown Player",12
"6647",7,"GREECE","Bot",6
"6648",1,"ARABIA","kejkejrdm",117
"6649",2,"PERSIA","Unknown Player",80
"6650",3,"FRANCE","brunogaia_lac",54
"6651",4,"RUSSIA","Unknown Player",21
"6652",1,"ARABIA","sireasygamer",100
"6653",2,"ROME","Unknown Player",84
"6654",3,"GREECE","Unknown Player",65
"6655",4,"ENGLAND","nevedoma_hernia",44
"6656",5,"FRANCE","sententia",35
"6657",6,"RUSSIA","Unknown Player",16
"6658",1,"ENGLAND","sireasygamer",111
"6659",2,"FRANCE","rschoogland",56
"6660",3,"RUSSIA","Unknown Player",46
"6661",4,"PERSIA","Unknown Player",36
"6662",5,"ARABIA","Bot",12
"6663",1,"GREECE","ausonio.",100
"6664",2,"ROME","Bot",55
"6665",3,"PERSIA","rorretex",35
"6666",1,"ROME","sireasygamer",119
"6667",2,"RUSSIA","Unknown Player",111
"6668",3,"ENGLAND","imspoon3",75
"6669",4,"GREECE","Bot",34
"6670",5,"CHINA","Bot",12
"6671",1,"CHINA","Moppedhupe|UTC+2",114
"6672",2,"RUSSIA","Unknown Player",89
"6673",3,"FRANCE","brunogaia_lac",58
"6674",4,"PERSIA","Bot",48
"6675",1,"ENGLAND","sireasygamer",109
"6676",2,"RUSSIA","kangareubender",92
"6677",3,"EGYPT","Bot",51
"6678",4,"GREECE","Bot",3
"6679",1,"ENGLAND","sireasygamer",105
"6680",2,"CHINA","kangareubender",95
"6681",3,"RUSSIA","Bot",40
"6682",4,"PERSIA","Bot",24
"6683",1,"PERSIA","gameslayer989",129
"6684",2,"ENGLAND","sireasygamer",49
"6685",3,"RUSSIA","exasperatedcultist",32
"6686",4,"FRANCE","puszekse",25
"6687",1,"ARABIA","puszekse",117
"6688",2,"FRANCE","Bot",42
"6689",3,"ENGLAND","sireasygamer",41
"6690",4,"PERSIA","gameslayer989",16
"6691",1,"ARABIA","spoonx2",120
"6692",2,"ENGLAND","Unknown Player",53
"6693",3,"CHINA","Unknown Player",50
"6694",4,"PERSIA","j.slaughter",12
"6695",1,"ENGLAND","sireasygamer",102
"6696",2,"CHINA","spoonx2",80
"6697",3,"PERSIA","Unknown Player",29
"6698",4,"RUSSIA","j.slaughter",24
"6699",1,"ENGLAND","sireasygamer",111
"6700",2,"GREECE","Bot",60
"6701",3,"RUSSIA","darth.morgoth",44
"6702",4,"EGYPT","Bot",35
"6703",1,"ENGLAND","sireasygamer",109
"6704",2,"RUSSIA","slovakia4106",105
"6705",3,"PERSIA","taravan",49
"6706",4,"FRANCE","Bot",36
"6707",1,"ROME","gingerprice",117
"6708",2,"CHINA","poidski",65
"6709",3,"ARABIA","Bot",55
"6710",4,"RUSSIA","Bot",42
"6711",5,"FRANCE","Bot",36
"6712",6,"ENGLAND","Bot",23
"6713",7,"EGYPT","Bot",20
"6714",1,"ENGLAND","sireasygamer",101
"6715",2,"RUSSIA","slovakia4106",42
"6716",3,"CHINA","taravan",42
"6717",1,"ENGLAND","michael8539",103
"6718",2,"RUSSIA","Unknown Player",97
"6719",3,"GREECE","inkvisiitorriistan",76
"6720",4,"ROME","Unknown Player",15
"6721",1,"CHINA","poidski",121
"6722",2,"EGYPT","gingerprice",64
"6723",3,"PERSIA","Bot",56
"6724",4,"RUSSIA","Bot",4
"6725",5,"AZTECS","Bot",3
"6726",1,"ENGLAND","sireasygamer",109
"6727",2,"RUSSIA","slovakia4106",52
"6728",3,"CHINA","Bot",42
"6729",4,"PERSIA","Bot",26
"6730",5,"ARABIA","Bot",25
"6731",6,"ROME","Unknown Player",0
"6732",1,"AZTECS","rubiroth",108
"6733",2,"PERSIA","pflug",63
"6734",3,"RUSSIA","Unknown Player",51
"6735",1,"CHINA","rubiroth",114
"6736",2,"PERSIA","pflug",72
"6737",3,"ENGLAND","Unknown Player",4
"6738",1,"ENGLAND","sireasygamer",123
"6739",2,"RUSSIA","tremmags",35
"6740",3,"ARABIA","Bot",34
"6741",4,"EGYPT","Bot",32
"6742",5,"ROME","Bot",17
"6743",1,"ENGLAND","sireasygamer",115
"6744",2,"AZTECS","vasco_agn",88
"6745",3,"RUSSIA","Unknown Player",20
"6746",1,"ENGLAND","sireasygamer",101
"6747",2,"CHINA","Moppedhupe|UTC+2",69
"6748",3,"ROME","takeda25rus",62
"6749",4,"FRANCE","brunogaia_lac",33
"6750",5,"RUSSIA","Bot",15
"6751",1,"ENGLAND","sireasygamer",112
"6752",2,"CHINA","doomchik445",81
"6753",3,"AZTECS","Bot",60
"6754",4,"GREECE","Bot",49
"6755",5,"FRANCE","Bot",26
"6756",1,"FRANCE","Moppedhupe|UTC+2",118
"6757",2,"CHINA","Bot",71
"6758",3,"RUSSIA","brunogaia_lac",28
"6759",4,"PERSIA","takeda25rus",18
"6760",1,"RUSSIA","darth.morgoth",109
"6761",2,"CHINA","spoonx2",101
"6762",3,"PERSIA","Unknown Player",94
"6763",4,"ARABIA","Bot",26
"6764",5,"AZTECS","Unknown Player",6
"6765",1,"EGYPT","Bot",105
"6766",2,"ROME","Bot",59
"6767",3,"ARABIA","irelandm",41
"6768",4,"ENGLAND","_hodgins",27
"6769",1,"CHINA","tiekey",116
"6770",2,"RUSSIA","Unknown Player",36
"6771",3,"GREECE","skynet9429",32
"6772",4,"ARABIA","kangareubender",21
"6773",1,"CHINA","tiekey",122
"6774",2,"FRANCE","kangareubender",67
"6775",3,"EGYPT","cheab1s",26
"6776",4,"AZTECS","Bot",25
"6777",1,"CHINA","tiekey",125
"6778",2,"FRANCE","kangareubender",49
"6779",3,"GREECE","Bot",43
"6780",4,"RUSSIA","Unknown Player",18
"6781",1,"FRANCE","brunogaia_lac",102
"6782",2,"RUSSIA","lanshir",92
"6783",3,"GREECE","Unknown Player",62
"6784",4,"ARABIA","Bot",53
"6785",1,"FRANCE","zgd100",108
"6786",2,"GREECE","Unknown Player",54
"6787",3,"CHINA","rmhorne",41
"6788",4,"ROME","Bot",7
"6789",1,"PERSIA","zgd100",106
"6790",2,"RUSSIA","rmhorne",83
"6791",3,"FRANCE","Unknown Player",51
"6792",4,"CHINA","Bot",42
"6793",5,"EGYPT","Bot",40
"6794",6,"ARABIA","Bot",1
"6795",1,"RUSSIA","Unknown Player",113
"6796",2,"CHINA","gameslayer989",109
"6797",3,"ENGLAND","puszekse",39
"6798",4,"ARABIA","exasperatedcultist",14
"6799",1,"ARABIA","puszekse",112
"6800",2,"RUSSIA","gameslayer989",44
"6801",3,"GREECE","Bot",29
"6802",4,"PERSIA","Bot",16
"6803",5,"AZTECS","Bot",2
"6804",6,"CHINA","Unknown Player",2
"6805",1,"FRANCE","exasperatedcultist",124
"6806",2,"GREECE","Unknown Player",80
"6807",3,"AZTECS","Bot",40
"6808",4,"ROME","tremmags",4
"6809",5,"EGYPT","Bot",3
"6810",1,"RUSSIA","slovakia4106",109
"6811",2,"ENGLAND","Unknown Player",82
"6812",3,"CHINA","Unknown Player",77
"6813",4,"GREECE","Bot",27
"6814",5,"FRANCE","jenkemballoon",1
"6815",1,"GREECE","spacebear0368",100
"6816",2,"AZTECS","funkster5679",82
"6817",3,"ENGLAND","Bot",10
"6818",1,"PERSIA","pflug",100
"6819",2,"ROME","kaptchat",75
"6820",3,"ENGLAND","Unknown Player",71
"6821",4,"ARABIA","rubiroth",64
"6822",1,"RUSSIA","slovakia4106",112
"6823",2,"PERSIA","Unknown Player",89
"6824",3,"ENGLAND","wyler01",53
"6825",4,"FRANCE","Unknown Player",36
"6826",1,"AZTECS","kaptchat",120
"6827",2,"FRANCE","Unknown Player",65
"6828",3,"PERSIA","pflug",60
"6829",4,"RUSSIA","rubiroth",12
"6830",1,"ARABIA","gameslayer989",95
"6831",2,"RUSSIA","slovakia4106",62
"6832",3,"EGYPT","Unknown Player",45
"6833",4,"GREECE","Unknown Player",45
"6834",5,"ENGLAND","Bot",13
"6835",1,"RUSSIA","kaptchat",114
"6836",2,"EGYPT","rubiroth",74
"6837",3,"ENGLAND","Unknown Player",73
"6838",4,"PERSIA","pflug",26
"6839",1,"ROME","gameslayer989",105
"6840",2,"EGYPT","Unknown Player",71
"6841",3,"RUSSIA","slovakia4106",44
"6842",1,"ENGLAND","melon_limited",101
"6843",2,"RUSSIA","Butters78",79
"6844",3,"GREECE","Bot",67
"6845",4,"ARABIA","Bot",59
"6846",5,"PERSIA","Bot",52
"6847",1,"PERSIA","kejkejrdm",95
"6848",2,"RUSSIA","Unknown Player",88
"6849",3,"EGYPT","ddatl",19
"6850",4,"ENGLAND","Bot",19
"6851",5,"GREECE","Unknown Player",16
"6852",1,"EGYPT","Butters78",108
"6853",2,"GREECE","melon_limited",70
"6854",3,"RUSSIA","Bot",51
"6855",4,"CHINA","Bot",4
"6856",1,"RUSSIA","Unknown Player",104
"6857",2,"ROME","Unknown Player",39
"6858",3,"PERSIA","riceratops",24
"6859",4,"ARABIA","takeda25rus",1
"6860",1,"ARABIA","kejkejrdm",108
"6861",2,"FRANCE","romanne_",77
"6862",3,"ENGLAND","michael8539",62
"6863",4,"GREECE","Bot",56
"6864",5,"AZTECS","Bot",45
"6865",6,"RUSSIA","Bot",6
"6866",1,"PERSIA","Bot",120
"6867",2,"ROME","claes.lovgren",27
"6868",3,"GREECE","nicke1143",12
"6869",1,"PERSIA","kejkejrdm",127
"6870",2,"AZTECS","vasco_agn",36
"6871",3,"RUSSIA","Unknown Player",32
"6872",4,"EGYPT","Bot",14
"6873",1,"AZTECS","vasco_agn",123
"6874",2,"GREECE","inkvisiitorriistan",120
"6875",3,"ROME","Bot",29
"6876",4,"RUSSIA","Bot",24
"6877",5,"EGYPT","Bot",3
"6878",6,"ARABIA","Bot",1
"6879",1,"RUSSIA","Bot",105
"6880",2,"ENGLAND","funkster5679",86
"6881",3,"FRANCE","spacebear0368",64
"6882",1,"RUSSIA","irelandm",98
"6883",2,"FRANCE","_hodgins",69
"6884",1,"AZTECS","vasco_agn",101
"6885",2,"EGYPT","virtual_classic",41
"6886",3,"ROME","Bot",41
"6887",4,"FRANCE","Unknown Player",22
"6888",1,"CHINA","Unknown Player",114
"6889",2,"EGYPT","Unknown Player",107
"6890",3,"FRANCE","Bot",67
"6891",4,"ENGLAND","lordsson",50
"6892",5,"RUSSIA","Unknown Player",46
"6893",6,"ROME","kangareubender",33
"6894",1,"GREECE","exasperatedcultist",110
"6895",2,"EGYPT","Unknown Player",66
"6896",3,"FRANCE","kangareubender",27
"6897",4,"ENGLAND","Bot",8
"6898",1,"ARABIA","Bot",109
"6899",2,"ROME",".ronmexico07",97
"6900",3,"EGYPT","lildaddyyy",49
"6901",1,"FRANCE","hunter76",104
"6902",2,"EGYPT","Unknown Player",58
"6903",3,"GREECE","Unknown Player",52
"6904",4,"ARABIA","r.bobbo",2
"6905",1,"CHINA","r.bobbo",109
"6906",2,"EGYPT","hunter76",71
"6907",3,"GREECE","Unknown Player",36
"6908",4,"ENGLAND","Unknown Player",20
"6909",1,"CHINA","spoonx2",111
"6910",2,"ROME","kejkejrdm",91
"6911",3,"EGYPT","Unknown Player",66
"6912",4,"GREECE","Unknown Player",59
"6913",5,"RUSSIA","Unknown Player",32
"6914",6,"ENGLAND","Bot",19
"6915",1,"PERSIA","kejkejrdm",102
"6916",2,"ROME","Bot",40
"6917",3,"CHINA","spoonx2",40
"6918",4,"ARABIA","crazygreenguy",39
"6919",5,"EGYPT","Bot",2
"6920",1,"ARABIA","kejkejrdm",110
"6921",2,"ENGLAND","sireasygamer",59
"6922",3,"RUSSIA","crazygreenguy",22
"6923",1,"GREECE","inkvisiitorriistan",101
"6924",2,"ROME","lordsson",53
"6925",3,"PERSIA","Bot",38
"6926",4,"CHINA","Bot",1
"6927",1,"RUSSIA","kejkejrdm",115
"6928",2,"GREECE","Unknown Player",79
"6929",3,"ENGLAND","Unknown Player",53
"6930",4,"CHINA","sireasygamer",40
"6931",1,"GREECE","inkvisiitorriistan",112
"6932",2,"AZTECS","Unknown Player",34
"6933",3,"ENGLAND","michael8539",34
"6934",4,"FRANCE","Bot",16
"6935",5,"CHINA","Bot",1
"6936",1,"ROME","lordsson",103
"6937",2,"ENGLAND","domdom233",88
"6938",3,"AZTECS","Bot",49
"6939",4,"CHINA","spoonx2",29
"6940",1,"ARABIA","canonmeat",107
"6941",2,"CHINA","spoonx2",83
"6942",3,"ENGLAND","domdom233",62
"6943",4,"PERSIA","lordsson",43
"6944",5,"FRANCE","Bot",13
"6945",6,"RUSSIA","takeda25rus",1
"6946",1,"EGYPT","robyn",106
"6947",2,"ROME","themadladcosby",6
"6948",1,"ARABIA","canonmeat",115
"6949",2,"CHINA","spoonx2",70
"6950",3,"RUSSIA","Bot",44
"6951",4,"FRANCE","brunogaia_lac",2
"6952",1,"EGYPT","Unknown Player",111
"6953",2,"RUSSIA","Unknown Player",89
"6954",3,"GREECE","Bot",52
"6955",4,"ARABIA","takeda25rus",45
"6956",5,"AZTECS","Unknown Player",21
"6957",6,"PERSIA","kejkejrdm",7
"6958",1,"ARABIA","canonmeat",108
"6959",2,"GREECE","Bot",60
"6960",3,"AZTECS","Bot",57
"6961",4,"FRANCE","brunogaia_lac",51
"6962",5,"RUSSIA","Bot",30
"6963",6,"CHINA","Bot",19
"6964",1,"ROME","robyn",107
"6965",2,"CHINA","Bot",62
"6966",3,"ARABIA","Bot",51
"6967",4,"AZTECS","Bot",41
"6968",5,"GREECE","themadladcosby",40
"6969",1,"PERSIA","kejkejrdm",105
"6970",2,"ENGLAND","sireasygamer",59
"6971",3,"CHINA","spoonx2",44
"6972",4,"RUSSIA","Unknown Player",28
"6973",5,"ARABIA","crazygreenguy",23
"6974",1,"CHINA","spoonx2",111
"6975",2,"ENGLAND","sireasygamer",81
"6976",3,"FRANCE","Bot",44
"6977",4,"EGYPT","Bot",38
"6978",1,"FRANCE","Unknown Player",104
"6979",2,"ENGLAND","nevedoma_hernia",73
"6980",3,"ROME","Unknown Player",70
"6981",4,"CHINA","baliot",66
"6982",5,"RUSSIA","aarhant_",49
"6983",6,"ARABIA","Bot",44
"6984",1,"ROME","Unknown Player",114
"6985",2,"EGYPT","sireasygamer",98
"6986",3,"FRANCE","Unknown Player",72
"6987",4,"RUSSIA","aarhant_",40
"6988",5,"ENGLAND","nevedoma_hernia",26
"6989",6,"ARABIA","Unknown Player",14
"6990",7,"CHINA","baliot",7
"6991",1,"CHINA","Moppedhupe|UTC+2",103
"6992",2,"FRANCE","Unknown Player",88
"6993",3,"GREECE","Bot",40
"6994",4,"AZTECS","kejkejrdm",2
"6995",1,"PERSIA","kejkejrdm",105
"6996",2,"FRANCE","Bot",34
"6997",3,"CHINA","Moppedhupe|UTC+2",33
"6998",4,"GREECE","Bot",27
"6999",5,"ARABIA","Unknown Player",26
"7000",6,"RUSSIA","Bot",22
"7001",1,"AZTECS","Unknown Player",102
"7002",2,"ENGLAND","Unknown Player",99
"7003",3,"GREECE","kejkejrdm",48
"7004",4,"PERSIA","kangareubender",48
"7005",5,"FRANCE","Bot",27
"7006",6,"CHINA","Unknown Player",23
"7007",7,"RUSSIA","Unknown Player",13
"7008",1,"ARABIA","kejkejrdm",111
"7009",2,"ROME","kangareubender",54
"7010",3,"AZTECS","Unknown Player",35
"7011",4,"FRANCE","Bot",29
"7012",1,"RUSSIA","sir_romanov",118
"7013",2,"ARABIA","Bot",71
"7014",3,"ROME","cricfan08",16
"7015",1,"GREECE","Bot",111
"7016",2,"AZTECS","Bot",69
"7017",3,"PERSIA","Bot",59
"7018",4,"EGYPT","cricfan08",51
"7019",5,"ARABIA","Bot",34
"7020",6,"RUSSIA","sir_romanov",25
"7021",1,"ROME","sir_romanov",106
"7022",2,"EGYPT","cricfan08",16
"7023",1,"GREECE","kangareubender",114
"7024",2,"CHINA","ddatl",62
"7025",3,"RUSSIA","Bot",11
"7026",4,"AZTECS","Bot",3
"7027",1,"AZTECS","exasperatedcultist",101
"7028",2,"ENGLAND","Bot",34
"7029",3,"GREECE","Bot",30
"7030",4,"ROME","Bot",27
"7031",5,"CHINA","ddatl",21
"7032",1,"CHINA","gameslayer989",106
"7033",2,"ENGLAND","kejkejrdm",43
"7034",3,"ROME","Bot",42
"7035",4,"GREECE","Moppedhupe|UTC+2",18
"7036",5,"AZTECS","ddatl",2
"7037",1,"CHINA","danis_od",104
"7038",2,"FRANCE","miron3620",99
"7039",3,"ROME","rickc1372840",90
"7040",1,"ROME","spqrlatinguy",118
"7041",2,"CHINA","itsyoboi5317",80
"7042",3,"PERSIA","Bot",34
"7043",4,"EGYPT","Bot",9
"7044",5,"RUSSIA","Unknown Player",2
"7045",1,"FRANCE","Unknown Player",107
"7046",2,"ENGLAND","kaptchat",66
"7047",3,"ROME","pflug",47
"7048",4,"EGYPT","rubiroth",20
"7049",1,"ROME","spqrlatinguy",118
"7050",2,"CHINA","bomber8415",73
"7051",3,"ENGLAND","michael8539",58
"7052",4,"EGYPT","Bot",4
"7053",1,"ARABIA","danis_od",101
"7054",2,"AZTECS","rickc1372840",64
"7055",3,"ENGLAND","miron3620",52
"7056",1,"ARABIA","Unknown Player",109
"7057",2,"ROME","spoonx2",84
"7058",3,"CHINA","Unknown Player",43
"7059",4,"FRANCE","brunogaia_lac",28
"7060",5,"EGYPT","Bot",19
"7061",1,"RUSSIA","kejkejrdm",110
"7062",2,"ENGLAND","sireasygamer",85
"7063",3,"ARABIA","Bot",28
"7064",4,"PERSIA","Bot",19
"7065",5,"CHINA","Bot",0
"7066",1,"AZTECS","kaptchat",107
"7067",2,"ENGLAND","Unknown Player",103
"7068",3,"CHINA","rubiroth",70
"7069",4,"ROME","pflug",25
"7070",1,"ENGLAND","michael8539",107
"7071",2,"CHINA","lordsson",57
"7072",3,"FRANCE","romanne_",46
"7073",4,"RUSSIA","Unknown Player",33
"7074",5,"AZTECS","Bot",5
"7075",1,"RUSSIA","silvertabby",135
"7076",2,"EGYPT","lordsson",100
"7077",3,"GREECE","Unknown Player",21
"7078",1,"RUSSIA","Bot",106
"7079",2,"PERSIA","Bot",82
"7080",3,"ROME","Bot",80
"7081",4,"ARABIA","poidski",52
"7082",5,"EGYPT","Bot",43
"7083",6,"ENGLAND","gingerprice",37
"7084",1,"CHINA","tiekey",105
"7085",2,"RUSSIA","michael8539",90
"7086",3,"PERSIA","Unknown Player",64
"7087",4,"ENGLAND","Unknown Player",4
"7088",1,"AZTECS","Bot",103
"7089",2,"FRANCE","brunogaia_lac",97
"7090",3,"ARABIA","Bot",79
"7091",4,"ROME","Bot",65
"7092",5,"ENGLAND","Bot",35
